Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,25.6525,26.342501,25.5,26.3375,24.185043,270597600
2016-01-05,26.4375,26.4625,25.602501,25.6775,23.578985,223164000
2016-01-06,25.139999,25.592501,24.967501,25.174999,23.117554,273829600
2016-01-07,24.67,25.032499,24.1075,24.112499,22.141886,324377600
2016-01-08,24.637501,24.7775,24.190001,24.24,22.258966,283192000
2016-01-11,24.7425,24.764999,24.334999,24.6325,22.619387,198957600
2016-01-12,25.137501,25.172501,24.709999,24.99,22.947668,196616800
2016-01-13,25.08,25.297501,24.325001,24.3475,22.357681,249758400
2016-01-14,24.49,25.120001,23.934999,24.879999,22.846659,252680400
2016-01-15,24.049999,24.4275,23.84,24.282499,22.297995,319335600
2016-01-19,24.602501,24.6625,23.875,24.165001,22.19009,212350800
2016-01-20,23.775,24.547501,23.355,24.1975,22.219938,289337600
2016-01-21,24.264999,24.469999,23.735001,24.075001,22.107452,208646000
2016-01-22,24.657499,25.365,24.592501,25.355,23.282843,263202000
2016-01-25,25.379999,25.3825,24.8025,24.860001,22.8283,207178000
2016-01-26,24.9825,25.219999,24.5175,24.997499,22.954557,300308000
2016-01-27,24.01,24.157499,23.334999,23.355,21.446287,533478800
2016-01-28,23.4475,23.629999,23.0975,23.522499,21.600101,222715200
2016-01-29,23.6975,24.334999,23.5875,24.334999,22.346201,257666000
2016-02-01,24.1175,24.1775,23.85,24.1075,22.137287,163774000
2016-02-02,23.855,24.01,23.57,23.620001,21.689634,149428800
2016-02-03,23.75,24.209999,23.52,24.0875,22.118927,183857200
2016-02-04,23.965,24.3325,23.797501,24.15,22.296656,185886800
2016-02-05,24.129999,24.23,23.422501,23.504999,21.701149,185672400
2016-02-08,23.282499,23.924999,23.26,23.752501,21.929661,216085600
2016-02-09,23.5725,23.985001,23.4825,23.747499,21.925032,177324800
2016-02-10,23.98,24.0875,23.525,23.567499,21.758854,169374400
2016-02-11,23.4475,23.68,23.147499,23.424999,21.627293,200298800
2016-02-12,23.547501,23.625,23.252501,23.497499,21.694231,161405600
2016-02-16,23.754999,24.2125,23.6525,24.16,22.305882,196231600
2016-02-17,24.1675,24.5525,24.0375,24.530001,22.647491,179452800
2016-02-18,24.709999,24.7225,24.022499,24.065001,22.21818,156084000
2016-02-19,24,24.190001,23.950001,24.01,22.167398,141496800
2016-02-22,24.077499,24.225,23.98,24.219999,22.36128,137123200
2016-02-23,24.1,24.125,23.637501,23.672501,21.855795,127770400
2016-02-24,23.495001,24.094999,23.33,24.025,22.181246,145022800
2016-02-25,24.012501,24.190001,23.8125,24.190001,22.33359,110330800
2016-02-26,24.299999,24.504999,24.145,24.227501,22.368204,115964400
2016-02-29,24.215,24.557501,24.1625,24.172501,22.317425,140865200
2016-03-01,24.4125,25.192499,24.355,25.1325,23.203749,201628400
2016-03-02,25.127501,25.2225,24.91,25.1875,23.254528,132678400
2016-03-03,25.145,25.4275,25.112499,25.375,23.427643,147822800
2016-03-04,25.592501,25.9375,25.342501,25.752501,23.776169,184220400
2016-03-07,25.5975,25.7075,25.24,25.467501,23.513046,143315600
2016-03-08,25.195,25.440001,25.1,25.2575,23.319157,126247600
2016-03-09,25.327499,25.395,25.067499,25.280001,23.339928,108806800
2016-03-10,25.352501,25.559999,25.0375,25.2925,23.351477,134054400
2016-03-11,25.559999,25.57,25.375,25.565001,23.603062,109632800
2016-03-14,25.477501,25.727501,25.445,25.629999,23.663071,100304400
2016-03-15,25.99,26.295,25.9625,26.145,24.138554,160270800
2016-03-16,26.1525,26.577499,26.147499,26.4925,24.459383,153214000
2016-03-17,26.379999,26.6175,26.24,26.450001,24.420147,137682800
2016-03-18,26.584999,26.625,26.297501,26.48,24.447842,176820800
2016-03-21,26.4825,26.9125,26.285,26.477501,24.445538,142010800
2016-03-22,26.3125,26.8225,26.3025,26.68,24.63249,129777600
2016-03-23,26.620001,26.7675,26.475,26.532499,24.496319,102814000
2016-03-24,26.3675,26.5625,26.2225,26.4175,24.390142,104532000
2016-03-28,26.5,26.547501,26.264999,26.297501,24.279352,77645600
2016-03-29,26.2225,26.9475,26.219999,26.92,24.854074,124760400
2016-03-30,27.1625,27.605,27.15,27.389999,25.288002,182404400
2016-03-31,27.43,27.475,27.219999,27.247499,25.156441,103553600
2016-04-01,27.195,27.5,27.049999,27.497499,25.387257,103496000
2016-04-04,27.605,28.047501,27.567499,27.780001,25.648077,149424800
2016-04-05,27.377501,27.682501,27.355,27.452499,25.345701,106314800
2016-04-06,27.557501,27.745001,27.299999,27.74,25.611145,105616400
2016-04-07,27.487499,27.605,27.030001,27.135,25.052572,127207600
2016-04-08,27.227501,27.442499,27.0425,27.165001,25.080269,94326800
2016-04-11,27.2425,27.6525,27.2075,27.254999,25.163363,117630000
2016-04-12,27.334999,27.625,27.165001,27.610001,25.491127,108929200
2016-04-13,27.700001,28.084999,27.700001,28.01,25.860428,133029200
2016-04-14,27.905001,28.0975,27.8325,28.025,25.874269,101895600
2016-04-15,28.0275,28.075001,27.432501,27.4625,25.354944,187756000
2016-04-18,27.2225,27.237499,26.735001,26.870001,24.807913,243286000
2016-04-19,26.969999,27,26.557501,26.727501,24.676346,129539600
2016-04-20,26.66,27.022499,26.514999,26.782499,24.727123,122444000
2016-04-21,26.7325,26.7325,26.379999,26.4925,24.459383,126210000
2016-04-22,26.252501,26.620001,26.155001,26.42,24.392443,134732400
2016-04-25,26.25,26.4125,26.127501,26.27,24.253958,112126400
2016-04-26,25.977501,26.325001,25.977501,26.0875,24.085459,224064800
2016-04-27,24,24.6775,23.92,24.455,22.578245,458408400
2016-04-28,24.4025,24.469999,23.5625,23.7075,21.888115,328970800
2016-04-29,23.497499,23.68,23.127501,23.434999,21.636524,274126000
2016-05-02,23.4925,23.52,23.1,23.41,21.61344,192640400
2016-05-03,23.549999,23.934999,23.42,23.795,21.968895,227325200
2016-05-04,23.799999,23.975,23.455,23.547501,21.740389,164102000
2016-05-05,23.5,23.5175,23.17,23.309999,21.65214,143562000
2016-05-06,23.342501,23.362499,22.9625,23.18,21.531395,174799600
2016-05-09,23.25,23.442499,23.147499,23.1975,21.547649,131745600
2016-05-10,23.3325,23.3925,23.0275,23.355,21.693945,134747200
2016-05-11,23.370001,23.3925,23.115,23.127501,21.482626,114876400
2016-05-12,23.18,23.195,22.3675,22.584999,20.978708,305258800
2016-05-13,22.5,22.9175,22.5,22.629999,21.02051,177571200
2016-05-16,23.0975,23.5975,22.9125,23.469999,21.800764,245039200
2016-05-17,23.637501,23.674999,23.252501,23.372499,21.710203,187667600
2016-05-18,23.540001,23.8025,23.4725,23.639999,21.958673,168249600
2016-05-19,23.66,23.66,23.3925,23.549999,21.87508,121768400
2016-05-20,23.66,23.8575,23.629999,23.805,22.111944,128104000
2016-05-23,23.967501,24.297501,23.9175,24.1075,22.392929,152074400
2016-05-24,24.305,24.522499,24.209999,24.475,22.734291,140560800
2016-05-25,24.6675,24.934999,24.5275,24.905001,23.133709,152675200
2016-05-26,24.92,25.182501,24.66,25.102501,23.317163,225324800
2016-05-27,24.860001,25.1175,24.8125,25.0875,23.303225,145364800
2016-05-31,24.9,25.1,24.705,24.965,23.189444,169228800
2016-06-01,24.754999,24.885,24.5825,24.615,22.864332,116693200
2016-06-02,24.4,24.459999,24.157499,24.43,22.692497,160766400
2016-06-03,24.4475,24.567499,24.362499,24.48,22.738934,114019600
2016-06-06,24.497499,25.4725,24.387501,24.657499,22.903811,93170000
2016-06-07,24.8125,24.967501,24.74,24.7575,22.9967,89638000
2016-06-08,24.754999,24.889999,24.67,24.735001,22.975798,83392400
2016-06-09,24.625,24.997499,24.615,24.9125,23.14068,106405600
2016-06-10,24.6325,24.8375,24.620001,24.7075,22.950253,126851600
2016-06-13,24.672501,24.780001,24.275,24.334999,22.604254,152082000
2016-06-14,24.33,24.620001,24.1875,24.365,22.632116,127727600
2016-06-15,24.455,24.602501,24.2575,24.285,22.557804,117780800
2016-06-16,24.112499,24.4375,24.0175,24.387501,22.653015,125307200
2016-06-17,24.155001,24.1625,23.825001,23.8325,22.137487,244032800
2016-06-20,24,24.1425,23.7575,23.775,22.084076,137647600
2016-06-21,23.735001,24.0875,23.67,23.977501,22.272171,142185600
2016-06-22,24.0625,24.2225,23.8375,23.887501,22.188568,116876400
2016-06-23,23.985001,24.0725,23.8125,24.025,22.316296,128960800
2016-06-24,23.227501,23.665001,23.1625,23.35,21.689304,301245600
2016-06-27,23.25,23.262501,22.875,23.01,21.373484,181958400
2016-06-28,23.225,23.415001,23.035,23.397499,21.733421,161779600
2016-06-29,23.4925,23.637501,23.407499,23.6,21.921518,146124000
2016-06-30,23.610001,23.942499,23.575001,23.9,22.200188,143345600
2016-07-01,23.872499,24.1175,23.8325,23.9725,22.267525,104106000
2016-07-05,23.8475,23.85,23.615,23.747499,22.058529,110820800
2016-07-06,23.65,23.915001,23.592501,23.8825,22.183933,123796400
2016-07-07,23.924999,24.125,23.905001,23.985001,22.279137,100558400
2016-07-08,24.122499,24.2225,24.012501,24.17,22.450983,115648400
2016-07-11,24.1875,24.4125,24.182501,24.245001,22.520653,95179600
2016-07-12,24.2925,24.424999,24.280001,24.355,22.622828,96670000
2016-07-13,24.352501,24.4175,24.209999,24.217501,22.495104,103568800
2016-07-14,24.3475,24.747499,24.33,24.6975,22.940966,155676000
2016-07-15,24.73,24.825001,24.625,24.695,22.938639,120548000
2016-07-18,24.674999,25.032499,24.65,24.9575,23.182474,145975600
2016-07-19,24.889999,25,24.834999,24.967501,23.191761,95119600
2016-07-20,25,25.115,24.934999,24.99,23.212662,105104000
2016-07-21,24.9575,25.25,24.782499,24.8575,23.089588,130808000
2016-07-22,24.815001,24.825001,24.577499,24.665001,22.91078,113254800
2016-07-25,24.5625,24.709999,24.23,24.334999,22.604254,161531600
2016-07-26,24.205,24.4925,24.105,24.1675,22.44866,224959200
2016-07-27,26.067499,26.0875,25.6875,25.737499,23.906996,369379200
2016-07-28,25.7075,26.112499,25.705,26.084999,24.229786,159479200
2016-07-29,26.047501,26.137501,25.92,26.0525,24.199594,110934800
2016-08-01,26.102501,26.5375,26.102501,26.512501,24.626881,152671600
2016-08-02,26.512501,26.5175,26,26.120001,24.262295,135266400
2016-08-03,26.202499,26.459999,26.192499,26.4475,24.566502,120810400
2016-08-04,26.395,26.5,26.32,26.467501,24.71826,109634800
2016-08-05,26.567499,26.9125,26.545,26.870001,25.09416,162213600
2016-08-08,26.879999,27.092501,26.790001,27.092501,25.30196,112148800
2016-08-09,27.057501,27.235001,27.002501,27.202499,25.404684,105260800
2016-08-10,27.1775,27.225,26.940001,27,25.21557,96034000
2016-08-11,27.129999,27.2325,26.9625,26.9825,25.199226,109938000
2016-08-12,26.945,27.110001,26.945,27.045,25.257599,74641600
2016-08-15,27.035,27.385,27.02,27.370001,25.561115,103472800
2016-08-16,27.407499,27.557501,27.3025,27.344999,25.537771,135177600
2016-08-17,27.275,27.342501,27.084999,27.305,25.500416,101424000
2016-08-18,27.307501,27.4,27.254999,27.27,25.467726,87938800
