Date,Open,High,Low,Close,Adj Close,Volume
2016-08-19,27.192499,27.422501,27.09,27.34,25.533098,101472400
2016-08-22,27.215,27.275,26.9625,27.127501,25.334646,103280800
2016-08-23,27.147499,27.33,27.1325,27.2125,25.414024,85030800
2016-08-24,27.1425,27.1875,26.92,27.0075,25.222572,94700400
2016-08-25,26.8475,26.969999,26.67,26.8925,25.115175,100344800
2016-08-26,26.852501,26.987499,26.577499,26.735001,24.968084,111065200
2016-08-29,26.655001,26.860001,26.5725,26.705,24.940067,99881200
2016-08-30,26.450001,26.625,26.375,26.5,24.748617,99455600
2016-08-31,26.415001,26.6425,26.41,26.525,24.771963,118649600
2016-09-01,26.535,26.700001,26.405001,26.682501,24.919054,106806000
2016-09-02,26.924999,27,26.705,26.932501,25.152533,107210000
2016-09-06,26.975,27.075001,26.877501,26.924999,25.145529,107521600
2016-09-07,26.9575,27.190001,26.7675,27.09,25.299622,169457200
2016-09-08,26.8125,26.817499,26.309999,26.379999,24.636547,212008000
2016-09-09,26.16,26.43,25.782499,25.782499,24.078535,186228000
2016-09-12,25.6625,26.43,25.6325,26.360001,24.617868,181171200
2016-09-13,26.877501,27.1975,26.809999,26.987499,25.203894,248704800
2016-09-14,27.182501,28.2575,27.15,27.942499,26.095783,443554800
2016-09-15,28.465,28.932501,28.372499,28.8925,26.982992,359934400
2016-09-16,28.780001,29.032499,28.51,28.73,26.831234,319547600
2016-09-19,28.797501,29.045,28.3125,28.395,26.518375,188092000
2016-09-20,28.262501,28.530001,28.127501,28.3925,26.516037,138057200
2016-09-21,28.4625,28.497499,28.110001,28.387501,26.51137,144012800
2016-09-22,28.5875,28.735001,28.5,28.655001,26.761189,124296000
2016-09-23,28.605,28.6975,27.887501,28.1775,26.315247,209924800
2016-09-26,27.91,28.3475,27.887501,28.219999,26.354937,119477600
2016-09-27,28.25,28.295,28.084999,28.272499,26.403965,98429600
2016-09-28,28.422501,28.66,28.3575,28.487499,26.604759,118564400
2016-09-29,28.290001,28.450001,27.950001,28.045,26.191504,143548000
2016-09-30,28.115,28.342501,27.950001,28.262501,26.394638,145516400
2016-10-03,28.1775,28.262501,28.07,28.129999,26.270885,86807200
2016-10-04,28.264999,28.577499,28.157499,28.25,26.382956,118947200
2016-10-05,28.35,28.415001,28.172501,28.262501,26.394638,85812400
2016-10-06,28.424999,28.584999,28.282499,28.4725,26.590752,115117200
2016-10-07,28.577499,28.639999,28.377501,28.514999,26.630444,97433600
2016-10-10,28.754999,29.1875,28.68,29.012501,27.095064,144944000
2016-10-11,29.424999,29.672501,29.049999,29.075001,27.153433,256164000
2016-10-12,29.3375,29.495001,29.1875,29.334999,27.396246,150347200
2016-10-13,29.1975,29.360001,28.93,29.245001,27.312197,140769600
2016-10-14,29.469999,29.5425,29.282499,29.407499,27.463955,142608800
2016-10-17,29.3325,29.459999,29.195,29.387501,27.44528,94499600
2016-10-18,29.545,29.5525,29.362499,29.3675,27.4266,98214000
2016-10-19,29.3125,29.440001,28.450001,29.280001,27.344889,80138400
2016-10-20,29.215,29.344999,29.0825,29.264999,27.330875,96503200
2016-10-21,29.202499,29.227501,29.07,29.15,27.223476,92770800
2016-10-24,29.275,29.434999,29.25,29.4125,27.468624,94154800
2016-10-25,29.487499,29.59,29.327499,29.5625,27.608709,192516000
2016-10-26,28.577499,28.924999,28.327499,28.897499,26.987669,264536800
2016-10-27,28.8475,28.965,28.525,28.620001,26.728508,138248000
2016-10-28,28.467501,28.8025,28.362499,28.43,26.551062,151446800
2016-10-31,28.4125,28.557501,28.299999,28.385,26.509033,105677600
2016-11-01,28.365,28.442499,27.6325,27.872499,26.030405,175303200
2016-11-02,27.85,28.0875,27.807501,27.897499,26.053755,113326800
2016-11-03,27.745001,27.865,27.387501,27.4575,25.774492,107730400
2016-11-04,27.1325,27.5625,27.0275,27.209999,25.542154,123348000
2016-11-07,27.52,27.627501,27.365,27.602501,25.910599,130240000
2016-11-08,27.577499,27.93,27.424999,27.764999,26.063135,97016800
2016-11-09,27.469999,27.83,27.012501,27.719999,26.020901,236705600
2016-11-10,27.772499,27.772499,26.4575,26.9475,25.295755,228538000
2016-11-11,26.780001,27.217501,26.637501,27.1075,25.44594,136575600
2016-11-14,26.9275,26.952499,26.02,26.4275,24.807627,204702000
2016-11-15,26.6425,26.92,26.540001,26.7775,25.136171,129058000
2016-11-16,26.674999,27.557501,26.65,27.497499,25.812037,235362000
2016-11-17,27.452499,27.5875,27.2075,27.487499,25.802647,110528000
2016-11-18,27.43,27.635,27.415001,27.514999,25.828463,113715600
2016-11-21,27.530001,27.997499,27.502501,27.932501,26.220377,117058400
2016-11-22,27.987499,28.105,27.85,27.950001,26.236801,103862000
2016-11-23,27.84,27.877501,27.5825,27.807501,26.103043,109705600
2016-11-25,27.782499,27.967501,27.737499,27.9475,26.234457,45903600
2016-11-28,27.8575,28.1175,27.8475,27.8925,26.182827,108776000
2016-11-29,27.695,28.0075,27.5175,27.865,26.157011,114115200
2016-11-30,27.9,28.049999,27.567499,27.629999,25.936415,144649200
2016-12-01,27.592501,27.735001,27.2575,27.372499,25.6947,148347600
2016-12-02,27.2925,27.522499,27.2125,27.475,25.790918,106112000
2016-12-05,27.5,27.5075,27.0625,27.2775,25.60552,137298000
2016-12-06,27.375,27.59,27.297501,27.487499,25.802647,104782000
2016-12-07,27.315001,27.797501,27.290001,27.7575,26.056101,119994800
2016-12-08,27.715,28.1075,27.65,28.030001,26.311895,108273200
2016-12-09,28.077499,28.674999,28.077499,28.487499,26.741358,137610400
2016-12-12,28.3225,28.75,28.122499,28.325001,26.58882,105497600
2016-12-13,28.459999,28.98,28.4375,28.797501,27.032356,174935200
2016-12-14,28.76,29.049999,28.745001,28.797501,27.032356,136127200
2016-12-15,28.844999,29.182501,28.807501,28.955,27.180199,186098000
2016-12-16,29.1175,29.125,28.9125,28.9925,27.215397,177404400
2016-12-19,28.950001,29.344999,28.9375,29.16,27.372637,111117600
2016-12-20,29.184999,29.375,29.17,29.237499,27.445385,85700000
2016-12-21,29.200001,29.35,29.195,29.264999,27.471201,95132800
2016-12-22,29.0875,29.127501,28.91,29.0725,27.290495,104343600
2016-12-23,28.897499,29.129999,28.897499,29.129999,27.344471,56998000
2016-12-27,29.129999,29.450001,29.122499,29.315001,27.518135,73187600
2016-12-28,29.379999,29.504999,29.049999,29.190001,27.400797,83623600
2016-12-29,29.112499,29.2775,29.1,29.182501,27.393753,60158000
2016-12-30,29.1625,29.299999,28.8575,28.955,27.180199,122345200
